"Age.ID","Combined.ID","Dolphin.ID","Sightings","entrydate","departdate","genotyped","Repro.ID","AgeCat","AgeSightings","tot.strength","age.strength","norm.age","avg.tot.age.str","norm.age.indiv","ReproCat"
"KIT.elder","KIT.preg.elder","KIT",236,1993-11-01,2024-11-30,"Y","KIT.preg","elder",24,0.436737872109223,0.253449894531924,0.580324974584615,0.33783731797073,0.750212842246996,"preg"
"KIT.juvenile","KIT.juvenile.juvenile","KIT",236,1993-11-01,2024-11-30,"Y","KIT.juvenile","juvenile",50,0.217063022016612,0.123184070679691,0.567503711757331,0.33783731797073,0.364625410299886,"juvenile"
"KIY.adult","KIY.preg.adult","KIY",515,2001-12-13,2024-11-30,"Y","KIY.preg","adult",347,3.34104147813968,3.07888898984363,0.921535697772294,2.18075377667939,1.41184622618507,"preg"
"KIY.juvenile","KIY.juvenile.juvenile","KIY",515,2001-12-13,2024-11-30,"Y","KIY.juvenile","juvenile",168,1.64189494678541,1.28261856351515,0.781181869172769,2.18075377667939,0.588153773814933,"juvenile"
"KNG.juvenile","KNG.juvenile.juvenile","KNG",35,2000-11-01,2024-11-30,"Y","KNG.juvenile","juvenile",14,0.350818943987385,0.294989536996182,0.840859771263633,0.202528789948904,1.45653137546817,"juvenile"
"KOA.juvenile","KOA.juvenile.juvenile","KOA",33,2003-11-01,2024-11-30,"Y","KOA.juvenile","juvenile",14,0.587651226471823,0.474694633578256,0.807782936876107,0.50643775512081,0.937320783804948,"juvenile"
"LEN.juvenile","LEN.juvenile.juvenile","LEN",168,2006-02-15,2021-05-01,"Y","LEN.juvenile","juvenile",52,2.39422305005634,1.7358002235338,0.724995201885203,2.14532841220631,0.809106994368596,"juvenile"
"LIC.elder","LIC.lact.elder","LIC",630,1988-11-01,2024-11-30,"Y","LIC.lact","elder",115,1.3642174024429,1.83092582106829,1.34210707017053,1.30919808349453,1.39850939605805,"lact"
"LIC.juvenile","LIC.juvenile.juvenile","LIC",630,1988-11-01,2024-11-30,"Y","LIC.juvenile","juvenile",123,0.259367863682881,0.181393047758629,0.699365932166566,1.30919808349453,0.138552790479536,"juvenile"
"LIT.juvenile","LIT.juvenile.juvenile","LIT",154,1991-11-01,2024-11-30,"Y","LIT.juvenile","juvenile",59,0.546662962233787,0.427648086331284,0.782288385852625,1.09904370699948,0.389109262541353,"juvenile"
"LOO.juvenile","LOO.juvenile.juvenile","LOO",29,2014-11-01,2024-11-30,"Y","LOO.juvenile","juvenile",25,2.04191089766034,1.73652438348098,0.850440822599421,1.73652438348098,1,"juvenile"
"LYR.juvenile","LYR.juvenile.juvenile","LYR",22,2011-11-01,2024-11-30,"Y","LYR.juvenile","juvenile",16,1.06590808863273,0.517893050859993,0.4858702700383,0.517893050859993,1,"juvenile"
"MOU.elder","MOU.preg.elder","MOU",450,1995-09-29,2024-11-30,"Y","MOU.preg","elder",43,1.17828107804113,1.21961434120141,1.03507928959446,0.959355414667123,1.2712852010374,"preg"
"MOU.juvenile","MOU.juvenile.juvenile","MOU",450,1995-09-29,2024-11-30,"Y","MOU.juvenile","juvenile",168,0.670964463301957,0.457614980622668,0.682025659556765,0.959355414667123,0.477002551532428,"juvenile"
"MYS.juvenile","MYS.juvenile.juvenile","MYS",66,2003-01-01,2024-11-30,"Y","MYS.juvenile","juvenile",15,0.959713966509955,0.572664726749306,0.596703545778153,0.956652390929074,0.5986131767184,"juvenile"
"NET.juvenile","NET.juvenile.juvenile","NET",39,2013-12-01,2024-11-30,"Y","NET.juvenile","juvenile",17,1.19557932034712,0.695292672367914,0.581552943025182,0.68734121513336,1.01156842781938,"juvenile"
"NIC.elder","NIC.preg.elder","NIC",711,1979-12-29,2015-07-06,"Y","NIC.preg","elder",140,0.319832259507569,0.804118216646677,2.51418733646425,0.81066422685728,0.991925127575964,"preg"
"NIC.juvenile","NIC.juvenile.juvenile","NIC",711,1979-12-29,2015-07-06,"Y","NIC.juvenile","juvenile",31,0.449190572494968,0.369789693475768,0.823235651233331,0.81066422685728,0.45615642238136,"juvenile"
"NOE.juvenile","NOE.juvenile.juvenile","NOE",143,2012-08-27,2024-11-30,"Y","NOE.juvenile","juvenile",83,2.07096411749395,1.57575075711081,0.760877865434776,1.38941248872368,1.13411299372896,"juvenile"
"NUM.adult","NUM.preg.adult","NUM",58,1995-11-01,2024-11-30,"Y","NUM.preg","adult",40,0.215971915081822,0.822961747174685,3.81050354099468,0.468794429990636,1.75548533541903,"preg"
"NUM.juvenile","NUM.juvenile.juvenile","NUM",58,1995-11-01,2024-11-30,"Y","NUM.juvenile","juvenile",11,0.28378056044671,0.114627112806588,0.403928699788839,0.468794429990636,0.24451466458097,"juvenile"
"OLI.elder","OLI.lact.elder","OLI",138,1983-11-01,2024-11-30,"Y","OLI.lact","elder",50,0.943406806564701,0.707019515879408,0.74943228198017,0.532805204255357,1.32697561929323,"lact"
"OPY.juvenile","OPY.juvenile.juvenile","OPY",88,2011-11-01,2024-11-30,"Y","OPY.juvenile","juvenile",46,0.915793544891643,0.673511652340658,0.735440488849862,0.525171237761649,1.28246104110967,"juvenile"
"PDR.juvenile","PDR.juvenile.juvenile","PDR",31,2010-11-01,2024-11-30,"Y","PDR.juvenile","juvenile",15,4.05048253307199,2.08582145004283,0.514956288050177,1.57928070457604,1.3207414261436,"juvenile"
"PEG.adult","PEG.cyc.adult","PEG",637,1993-11-01,2015-06-18,"Y","PEG.cyc","adult",387,0.468261548209361,2.31571682013293,4.94534908746674,1.49165284199696,1.55245024508031,"cyc"
"PEG.juvenile","PEG.juvenile.juvenile","PEG",637,1993-11-01,2015-06-18,"Y","PEG.juvenile","juvenile",250,0.902801903069519,0.667588863860992,0.73946328822657,1.49165284199696,0.447549754919686,"juvenile"
"PHA.adult","PHA.preg.adult","PHA",138,1990-11-01,2024-11-30,"Y","PHA.preg","adult",101,0.373204425622195,1.06700509849245,2.85903656344259,0.613306536803785,1.73975823582949,"preg"
"PHX.juvenile","PHX.juvenile.juvenile","PHX",13,2018-12-01,2024-11-30,"Y","PHX.juvenile","juvenile",13,0.698707904121592,0.608539538175602,0.870949841251118,0.608539538175602,1,"juvenile"
"PIC.adult","PIC.preg.adult","PIC",812,1996-12-06,2024-11-30,"Y","PIC.preg","adult",457,2.51907692025679,2.30223938109603,0.913921826913228,1.56639773623529,1.46976679539213,"preg"
"PIC.elder","PIC.lact.elder","PIC",812,1996-12-06,2024-11-30,"Y","PIC.lact","elder",23,1.1538027870362,0.845294859659253,0.732616413443221,1.56639773623529,0.539642544230721,"lact"
"PIC.juvenile","PIC.juvenile.juvenile","PIC",812,1996-12-06,2024-11-30,"Y","PIC.juvenile","juvenile",329,1.70398547622469,1.55165896795058,0.91060574729099,1.56639773623529,0.990590660377144,"juvenile"
"POL.juvenile","POL.juvenile.juvenile","POL",78,1998-11-01,2019-05-01,"Y","POL.juvenile","juvenile",30,2.04932850566575,1.56233465077922,0.762364182443104,1.61745804773045,0.965919736200526,"juvenile"
"PUC.juvenile","PUC.juvenile.juvenile","PUC",1061,1980-12-01,2019-03-22,"Y","PUC.juvenile","juvenile",76,0.602846667481099,0.429941569356874,0.713185611779721,1.34973230692107,0.31853839991252,"juvenile"
"PWE.juvenile","PWE.juvenile.juvenile","PWE",27,2009-11-01,2024-11-30,"Y","PWE.juvenile","juvenile",20,1.20224546841515,0.845485063045732,0.703254938577798,0.845485063045732,1,"juvenile"
"RBD.juvenile","RBD.juvenile.juvenile","RBD",65,2003-11-01,2024-11-30,"Y","RBD.juvenile","juvenile",15,0.668299595378231,0.5509370226845,0.824386287968185,0.590430230515447,0.933111135253917,"juvenile"
"RDC.juvenile","RDC.juvenile.juvenile","RDC",40,2010-04-01,2024-11-30,"Y","RDC.juvenile","juvenile",19,0.893077262252471,0.552017343549831,0.618107040546036,0.616187747212252,0.895859007335443,"juvenile"
"REG.elder","REG.lact.elder","REG",31,1980-11-01,2024-11-30,"Y","REG.lact","elder",18,0.1,0.133246294469205,1.33246294469205,0.133246294469205,1,"lact"
"RHO.juvenile","RHO.juvenile.juvenile","RHO",335,2001-10-08,2024-11-30,"Y","RHO.juvenile","juvenile",132,1.63466841632818,1.2832854342344,0.785043267133613,1.84023318151079,0.697349361552571,"juvenile"
"RIP.adult","RIP.cyc.adult","RIP",133,1997-12-01,2024-11-30,"Y","RIP.cyc","adult",84,0.569542786270538,1.26979785886536,2.22950389237692,1.11232486930932,1.14157104089007,"cyc"
"RIP.juvenile","RIP.juvenile.juvenile","RIP",133,1997-12-01,2024-11-30,"Y","RIP.juvenile","juvenile",49,1.18625594113514,0.954851879753285,0.804929060114614,1.11232486930932,0.858428959109926,"juvenile"
"RKS.juvenile","RKS.juvenile.juvenile","RKS",19,2015-11-01,2024-11-30,"Y","RKS.juvenile","juvenile",10,3.26959278986263,1.65349604605638,0.505719259958928,1.65349604605638,1,"juvenile"
"RKT.juvenile","RKT.juvenile.juvenile","RKT",82,2016-03-23,2024-11-30,"Y","RKT.juvenile","juvenile",41,2.2140050173543,1.52245570788648,0.687647812878848,1.74994176862651,0.870003639653348,"juvenile"
"RSH.adult","RSH.cyc.adult","RSH",64,1989-11-01,2017-05-01,"Y","RSH.cyc","adult",64,0.288939393939394,0.637608778639796,2.20672152020066,0.637608778639796,1,"cyc"
"RSO.juvenile","RSO.juvenile.juvenile","RSO",82,2006-11-01,2024-11-30,"Y","RSO.juvenile","juvenile",12,1.11541270532266,0.613999780872666,0.550468699112632,1.37229572090416,0.447425268125243,"juvenile"
"SCA.adult","SCA.cyc.adult","SCA",113,1981-11-01,2018-05-01,"Y","SCA.cyc","adult",80,0.383779875755532,0.455116840334045,1.18587989909079,0.464988434865494,0.97877023643759,"cyc"
"SCA.elder","SCA.lact.elder","SCA",113,1981-11-01,2018-05-01,"Y","SCA.lact","elder",29,0.661935244147808,0.474860029396943,0.717381395831688,0.464988434865494,1.02122976356241,"lact"
"SCT.adult","SCT.lact.adult","SCT",49,1991-11-01,2024-11-30,"Y","SCT.lact","adult",47,0.55725855375423,1.27207939206792,2.28274538541933,1.27207939206792,1,"lact"
"SEM.juvenile","SEM.juvenile.juvenile","SEM",11,2021-11-01,2024-11-30,"Y","SEM.juvenile","juvenile",11,1.93580795364865,1.23787203606401,0.639460145687927,1.23787203606401,1,"juvenile"
"SEQ.juvenile","SEQ.juvenile.juvenile","SEQ",44,2003-03-01,2017-05-01,"Y","SEQ.juvenile","juvenile",25,0.864190392166387,0.67126534098161,0.776756310954644,0.791107372279465,0.848513570348173,"juvenile"
"SHC.juvenile","SHC.juvenile.juvenile","SHC",531,1998-10-25,2018-07-27,"Y","SHC.juvenile","juvenile",281,1.43410433331446,1.16483040522428,0.812235468623236,1.37788876499398,0.845373323897721,"juvenile"
"SKF.adult","SKF.cyc.adult","SKF",511,1998-11-01,2024-11-30,"Y","SKF.cyc","adult",290,1.44455093220715,3.42555427248037,2.37136275094601,2.38876312689867,1.43402844505883,"cyc"
"SKF.juvenile","SKF.juvenile.juvenile","SKF",511,1998-11-01,2024-11-30,"Y","SKF.juvenile","juvenile",221,1.55729548130743,1.35197198131698,0.868153794539962,2.38876312689867,0.565971554941173,"juvenile"
"SOG.elder","SOG.preg.elder","SOG",197,1995-11-01,2024-11-30,"Y","SOG.preg","elder",17,0.846327277883821,0.563808445912854,0.666182528492542,0.784979610014148,0.718245975717372,"preg"
"SOG.juvenile","SOG.juvenile.juvenile","SOG",197,1995-11-01,2024-11-30,"Y","SOG.juvenile","juvenile",49,0.428987566458903,0.321517960436669,0.749480837150255,0.784979610014148,0.409587658500932,"juvenile"
"SON.juvenile","SON.juvenile.juvenile","SON",97,2014-11-17,2024-11-30,"Y","SON.juvenile","juvenile",60,1.45350023914158,1.02277836589674,0.703665770637077,1.10391915640145,0.926497524719825,"juvenile"
"SPE.elder","SPE.lact.elder","SPE",98,1996-01-01,2024-11-30,"Y","SPE.lact","elder",11,0.111428571428571,0.04,0.35897435897436,0.174167980587181,0.229663339180634,"lact"
"SPE.juvenile","SPE.juvenile.juvenile","SPE",98,1996-01-01,2024-11-30,"Y","SPE.juvenile","juvenile",24,0.104950565037549,0.0590219714893644,0.562378787272347,0.174167980587181,0.338879576431791,"juvenile"
"SQE.juvenile","SQE.juvenile.juvenile","SQE",19,2017-10-27,2024-11-30,"Y","SQE.juvenile","juvenile",11,2.79439194986375,1.91318266379378,0.684650792773385,1.91318266379378,1,"juvenile"
"SUM.adult","SUM.lact.adult","SUM",45,1999-11-01,2024-11-30,"Y","SUM.lact","adult",13,1.63571428571429,0.339513077958456,0.207562580411283,0.471191560339188,0.720541509092517,"lact"
"SUM.juvenile","SUM.juvenile.juvenile","SUM",45,1999-11-01,2024-11-30,"Y","SUM.juvenile","juvenile",29,0.833268595085379,0.602870042719919,0.723500257030744,0.471191560339188,1.27945849090748,"juvenile"
"SUR.elder","SUR.preg.elder","SUR",789,1983-11-01,2019-03-25,"Y","SUR.preg","elder",139,0.543106923593447,0.629840832270767,1.15969950834625,0.630833914179303,0.998425763285369,"preg"
"SUR.juvenile","SUR.juvenile.juvenile","SUR",789,1983-11-01,2019-03-25,"Y","SUR.juvenile","juvenile",70,0.116337937885656,0.0622378519344161,0.53497468723906,0.630833914179303,0.0986596480238158,"juvenile"
"TAF.adult","TAF.preg.adult","TAF",87,1991-11-01,2024-11-30,"Y","TAF.preg","adult",69,0.562249696887732,0.951708348242064,1.69267916640976,0.951708348242064,1,"preg"
"TAL.juvenile","TAL.juvenile.juvenile","TAL",56,1996-11-01,2024-11-30,"Y","TAL.juvenile","juvenile",13,0.136583598956824,0.0611451787922376,0.447675850242945,0.254599365171515,0.240162337997371,"juvenile"
"TAW.adult","TAW.preg.adult","TAW",76,2004-11-01,2024-11-30,"Y","TAW.preg","adult",51,1.77277594941246,2.36119805182127,1.3319213026349,1.93116848408427,1.22267843084696,"preg"
"TAW.juvenile","TAW.juvenile.juvenile","TAW",76,2004-11-01,2024-11-30,"Y","TAW.juvenile","juvenile",19,2.17342998426495,1.50113891634728,0.690677375031689,1.93116848408427,0.777321569153038,"juvenile"
"TDL.adult","TDL.preg.adult","TDL",19,2015-11-01,2024-11-30,"Y","TDL.preg","adult",10,1.36736282866314,1.02392356848879,0.748830922579538,1.02392356848879,1,"preg"
"TOR.adult","TOR.lact.adult","TOR",35,1990-11-01,2024-11-30,"Y","TOR.lact","adult",22,0.496332371332371,0.294322211662373,0.592994188294196,0.294322211662373,1,"lact"
"TTM.adult","TTM.cyc.adult","TTM",100,2010-11-01,2024-11-30,"Y","TTM.cyc","adult",46,1.03544484049294,0.92584034879153,0.894147435560902,0.87839736718283,1.05401084222378,"cyc"
"TTM.juvenile","TTM.juvenile.juvenile","TTM",100,2010-11-01,2024-11-30,"Y","TTM.juvenile","juvenile",51,1.206067535036,0.83095438557413,0.688978321225873,0.87839736718283,0.945989157776215,"juvenile"
"TUF.adult","TUF.preg.adult","TUF",84,2014-01-23,2024-11-30,"Y","TUF.preg","adult",14,1.36528290514574,0.733188676268861,0.537023259798741,1.19386692099416,0.614129316572668,"preg"
"TUF.juvenile","TUF.juvenile.juvenile","TUF",84,2014-01-23,2024-11-30,"Y","TUF.juvenile","juvenile",65,2.28779294346296,1.65454516571947,0.723205817400168,1.19386692099416,1.38587068342733,"juvenile"
"TUK.adult","TUK.cyc.adult","TUK",174,1988-11-01,2016-04-15,"Y","TUK.cyc","adult",146,0.420718623439794,2.00511600221232,4.76593117228446,1.05137184004605,1.90714257871363,"cyc"
"TUK.juvenile","TUK.juvenile.juvenile","TUK",174,1988-11-01,2016-04-15,"Y","TUK.juvenile","juvenile",22,0.295576421271607,0.0976276778797827,0.330295892547099,1.05137184004605,0.0928574212863704,"juvenile"
"TUL.juvenile","TUL.juvenile.juvenile","TUL",71,1998-11-01,2024-11-30,"Y","TUL.juvenile","juvenile",20,0.667294007005382,0.504969682281864,0.756742420852869,1.00926453178603,0.500334319079114,"juvenile"
"TUX.juvenile","TUX.juvenile.juvenile","TUX",24,2018-03-01,2024-11-30,"Y","TUX.juvenile","juvenile",21,2.90095362261045,2.19934289922535,0.758144798346086,2.19934289922535,1,"juvenile"
"UVE.adult","UVE.preg.adult","UVE",32,1989-11-01,2018-09-01,"Y","UVE.preg","adult",31,0.606354225403701,0.955965248383152,1.57657885165505,0.955965248383152,1,"preg"
"VBE.juvenile","VBE.juvenile.juvenile","VBE",140,2001-11-01,2024-11-30,"Y","VBE.juvenile","juvenile",54,1.03706418379938,0.868065234537255,0.837040993313469,1.13084049924102,0.767628357067039,"juvenile"
"VLT.juvenile","VLT.juvenile.juvenile","VLT",23,2010-12-01,2024-11-30,"Y","VLT.juvenile","juvenile",12,3.49146911999252,1.73080336671901,0.495723521313206,1.73080336671901,1,"juvenile"
"WHE.adult","WHE.lact.adult","WHE",38,2004-11-01,2024-11-30,"Y","WHE.lact","adult",21,0.433182914027127,0.576774862828857,1.33148109990492,0.450887154019575,1.27920003417045,"lact"
"WHE.juvenile","WHE.juvenile.juvenile","WHE",38,2004-11-01,2024-11-30,"Y","WHE.juvenile","juvenile",12,0.580373568008762,0.324999445210292,0.559983195522415,0.450887154019575,0.72079996582955,"juvenile"
"WHN.juvenile","WHN.juvenile.juvenile","WHN",93,2006-11-01,2024-11-30,"Y","WHN.juvenile","juvenile",30,0.862067089977176,0.553353364874819,0.641891299770497,0.726108280163851,0.762081055941067,"juvenile"
"WHO.juvenile","WHO.juvenile.juvenile","WHO",59,2003-05-17,2024-11-30,"Y","WHO.juvenile","juvenile",18,0.314064709672146,0.203074673678834,0.646601376801695,0.719816926941113,0.282119891986713,"juvenile"
"WHZ.juvenile","WHZ.juvenile.juvenile","WHZ",21,2019-11-01,2024-11-30,"Y","WHZ.juvenile","juvenile",21,1.40611524745745,1.08248020333128,0.76983746907562,1.08248020333128,1,"juvenile"
"WIY.juvenile","WIY.juvenile.juvenile","WIY",132,2016-11-06,2024-11-30,"Y","WIY.juvenile","juvenile",93,2.47904936434641,2.03414260482856,0.820533319781169,2.04360764074401,0.995368467152528,"juvenile"
"WNG.adult","WNG.cyc.adult","WNG",141,1994-11-01,2024-11-30,"Y","WNG.cyc","adult",89,0.125195618153365,0.425800946023446,3.40108505636226,0.507365008590467,0.839239874279825,"cyc"
"WNG.juvenile","WNG.juvenile.juvenile","WNG",141,1994-11-01,2024-11-30,"Y","WNG.juvenile","juvenile",31,0.342688180480269,0.239983711900906,0.700297604558683,0.507365008590467,0.473000123850904,"juvenile"
"WOF.juvenile","WOF.juvenile.juvenile","WOF",279,2002-10-19,2022-08-28,"Y","WOF.juvenile","juvenile",91,2.10103626104085,1.66559174429713,0.792747738428847,2.5457317178565,0.65426837109904,"juvenile"
"WOP.juvenile","WOP.juvenile.juvenile","WOP",36,2014-09-01,2024-11-30,"Y","WOP.juvenile","juvenile",14,1.0340070415518,0.756587031939725,0.731703945462758,0.770214400537806,0.982307045170065,"juvenile"
"WPY.juvenile","WPY.juvenile.juvenile","WPY",31,2016-11-01,2024-11-30,"Y","WPY.juvenile","juvenile",16,0.5728066174738,0.409908775299028,0.715614594515011,0.451038940233298,0.908810168556631,"juvenile"
"ZEP.juvenile","ZEP.juvenile.juvenile","ZEP",187,2004-11-01,2024-11-30,"Y","ZEP.juvenile","juvenile",51,2.24325521372467,1.67650322734741,0.74735287233046,2.32390894721326,0.721415195443785,"juvenile"
"ZIP.juvenile","ZIP.juvenile.juvenile","ZIP",358,1990-11-01,2017-04-03,"Y","ZIP.juvenile","juvenile",70,0.302933302606682,0.210706076922997,0.695552701237903,1.49820726636187,0.140638803224242,"juvenile"
